"type","date","ticker","close","previous_close","percentage_close","vol","av20d","percentage_vol"
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","GITS",3.05,0.0973,30.346351490236,4704806.0,705744.5,6.666443734240
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","JG",14.53,6.0121,1.416792801184,3.8676712E7,1941260.7,19.923502289002
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","AKRO",51.515,26.18,0.967723453017,1.526536E7,1591153.7,9.593894040531
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","ORKT",1.32,0.69,0.913043478260,6.2602782E7,6970034.65,8.981703125392
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","HWH",0.5,0.2877,0.737921445950,3.94106611E8,2.09497984E7,18.811952433871
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","EMCGR",0.1196,0.0755,0.584105960264,31120.0,8255.4,3.769653802359
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","HOLOW",0.22,0.14,0.571428571428,1230095.0,708853.4,1.735330605735
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","DWTX",17.4,11.4,0.526315789473,1.508668E7,7589674.55,1.987790108865
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","YIBO",3.08,2.15,0.432558139534,3.5135124E7,1766911.0,19.885055896986
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","SLS",1.41,1.01,0.396039603960,1.9697988E7,3919487.45,5.025654055863
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","BETRW",0.1121,0.0808,0.387376237623,2572.0,2566.1,1.002299208916
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","ONCO",0.656,0.48,0.366666666666,1.85043757E8,2.634922125E7,7.022741023133
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","TOIIW",0.03,0.0223,0.345291479820,161504.0,64214.4,2.515074500423
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","YYAI",0.6001,0.448,0.339508928571,2.0771548E7,1501101.5000000005,13.837537301774
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","NVD",34.27,25.63,0.337104955130,1.1367644E7,2007526.7999999996,5.662511703455
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","GDSTR",0.2,0.150294,0.330725112113,33837.0,7685.85,4.402505903706
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","ISRLW",0.09,0.07,0.285714285714,1215854.0,170606.75,7.126646513106
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","DADA",1.8,1.41,0.276595744680,3.2113422E7,2709917.85,11.850330444518
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","YHGJ",0.7512,0.595,0.262521008403,3908933.0,228376.6,17.116171271487
"AI-PRICE-RISE","2025-01-27T00:00:00.000000Z","ETNB",9.0,7.13,0.262272089761,2.608738E7,2251717.9,11.585545418455
