"type","date","ticker","close","previous_close","percentage_close","vol","av20d","percentage_vol"
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","GITS",3.05,0.0973,30.346351490236,4704806.0,705744.5,5.666443734240
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","JG",14.53,6.0121,1.416792801184,3.8676712E7,1941260.7,18.923502289002
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","AKRO",51.515,26.18,0.967723453017,1.526536E7,1591153.7,8.593894040531
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ORKT",1.32,0.69,0.913043478260,6.2602782E7,6970034.65,7.981703125392
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","HWH",0.5,0.2877,0.737921445950,3.94106611E8,2.09497984E7,17.811952433871
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","EMCGR",0.1196,0.0755,0.584105960264,31120.0,8255.4,2.769653802359
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","YIBO",3.08,2.15,0.432558139534,3.5135124E7,1766911.0,18.885055896986
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","SLS",1.41,1.01,0.396039603960,1.9697988E7,3919487.45,4.025654055863
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ONCO",0.656,0.48,0.366666666666,1.85043757E8,2.634922125E7,6.022741023133
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TOIIW",0.03,0.0223,0.345291479820,161504.0,64214.4,1.515074500423
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","YYAI",0.6001,0.448,0.339508928571,2.0771548E7,1501101.5000000005,12.837537301774
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","NVD",34.27,25.63,0.337104955130,1.1367644E7,2007526.7999999996,4.662511703455
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","GDSTR",0.2,0.150294,0.330725112113,33837.0,7685.85,3.402505903706
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ISRLW",0.09,0.07,0.285714285714,1215854.0,170606.75,6.126646513106
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","DADA",1.8,1.41,0.276595744680,3.2113422E7,2709917.85,10.850330444518
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","YHGJ",0.7512,0.595,0.262521008403,3908933.0,228376.6,16.116171271487
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ETNB",9.0,7.13,0.262272089761,2.608738E7,2251717.9,10.585545418455
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","NVDS",28.43,22.67,0.254080282311,5831058.0,1428665.5,3.081471835079
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","LGTY",14.12,11.32,0.247349823321,2687731.0,287665.8499999999,8.343239734573
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TVGN",1.68,1.35,0.244444444444,5.8334751E7,4632653.5,11.592081622335
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","JDZG",0.88,0.7216,0.219512195121,4693568.0,1140530.3,3.115250598778
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","EXOD",74.0,61.25,0.208163265306,214965.0,53323.4,3.031344587929
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","MLGO",1.83,1.52,0.203947368421,7.1157455E7,8628967.799999999,7.246346104107
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","EVER",20.91,17.57,0.190096755833,1637978.0,499746.1,2.277620375626
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TREE",49.32,41.45,0.189867310012,750360.0,254364.0,1.949945747039
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","WALDW",0.16,0.135,0.185185185185,18082.0,5746.2,2.146775260171
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ICAD",2.85,2.42,0.177685950413,2688767.0,379556.75,6.083965704733
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","AVS",20.12,17.125,0.174890510948,242122.0,79678.55,2.038735017140
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","FMSTW",0.35,0.3,0.166666666666,24042.0,3111.25,6.727440739252
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","GMM",4.2111,3.61,0.166509695290,567153.0,159843.89999999938,2.548167931338
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TVGNW",0.0899,0.07745,0.160748870238,1032138.0,149942.4,5.883563288302
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","NB",1.85,1.6,0.15625,518234.0,175970.35,1.945007497001
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","DIPS",13.96,12.12,0.151815181518,298539.0,66141.0,3.513675329976
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","PTIX",0.5072,0.445,0.139775280898,1684641.0,251296.95,5.703786098478
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TDTH",2.4273,2.13,0.139577464788,375797.0,101136.35,2.715746118977
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","DOMH",2.0,1.76,0.136363636363,645229.0,123226.30000000077,4.236130598743
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","LNSR",10.7,9.42,0.135881104033,348040.0,74907.8,3.646245117330
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","ALLR",1.54,1.36,0.132352941176,1.2500707E7,3704196.9,2.374741499297
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TCTM",0.3678,0.3259,0.128567045105,7.0897583E7,4320763.4,15.408577937870
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","DHC",2.46,2.18,0.128440366972,2949001.0,1045955.9999999956,1.819431218904
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","BACK",0.829,0.7349,0.128044631922,4729676.0,362503.75,12.047247097443
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TC",1.0,0.89,0.123595505617,2.8160599E7,1551407.2,17.151649031924
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","COUR",9.69,8.65,0.120231213872,3722383.0,1417539.65,1.625946300690
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","INLX",13.7101,12.375,0.107886868686,22433.0,3972.05,4.647713397364
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TITN",17.39,15.75,0.104126984126,905733.0,201415.05,3.496848671437
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","FMST",2.03,1.84,0.103260869565,4368539.0,301736.5,13.477993215935
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","BOOM",8.03,7.31,0.0984952120383,475340.0,180830.05,1.628656022602
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","PCTTU",13.18,12.0,0.0983333333333,6490.0,2328.5,1.787202061412
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","NERV",2.37,2.16,0.0972222222222,491673.0,41828.25,10.754567786125
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","LANDP",22.24,20.35,0.0928746928746,151484.0,22184.8,5.828278821535
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","CERS",2.15,1.97,0.0913705583756,3939458.0,1677003.95,1.349104782967
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","TBMCR",0.24,0.22,0.0909090909090,56529.0,22129.9,1.554417326784
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","PBI",9.24,8.48,0.0896226415094,4398829.0,1953052.0500000052,1.252284571729
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","AAME",1.65,1.515,0.0891089108910,33465.0,5992.9,4.584107860968
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","AIBD",15.48,14.2746,0.0844436971964,12922.0,3814.4,2.387688758389
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","HOLO",1.68,1.55,0.0838709677419,2.03723373E8,5.36210012E7,2.799320572925
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","FPH",6.22,5.75,0.0817391304347,1485737.0,513604.2,1.892766453233
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","PWUPU",13.0,12.05,0.0788381742738,15367.0,3203.95,3.796267107788
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","SEED",2.36,2.19,0.0776255707762,1502433.0,117433.4,11.793915529994
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","AQUNU",12.4,11.52,0.0763888888888,50965.0,12162.45,3.190356383787
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","SRCE",61.91,57.53,0.0761341908569,149782.0,61671.650000000234,1.428701031997
"AI-VOL-RISE","2025-01-27T00:00:00.000000Z","XNET",2.52,2.35,0.0723404255319,533135.0,151859.5,2.510712204373
