number,ticker,cap,name,industry,sector
1,BRK.A,"1,030.22B",Berkshire Hathaway Inc.,Insurance - Diversified,Financials
2,BRK.B,"1,027.36B",Berkshire Hathaway Inc.,Insurance - Diversified,Financials
3,TSM,822.63B,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,Technology
4,WMT,719.42B,Walmart Inc.,Discount Stores,Consumer Staples
5,JPM,704.65B,JPMorgan Chase & Co.,Banks - Diversified,Financials
6,LLY,679.83B,Eli Lilly and Company,Drug Manufacturers - General,Healthcare
7,V,613.77B,Visa Inc.,Credit Services,Financials
8,UNH,557.54B,UnitedHealth Group Incorporated,Healthcare Plans,Healthcare
9,XOM,527.28B,Exxon Mobil Corporation,Oil & Gas Integrated,Energy
10,ORCL,520.93B,Oracle Corporation,Software - Infrastructure,Technology
11,MA,483.33B,Mastercard Incorporated,Credit Services,Financials
12,NVO,463.62B,Novo Nordisk A/S,Drug Manufacturers - General,Healthcare
13,HD,425.82B,"The Home Depot, Inc.",Home Improvement Retail,Consumer Discretionary
14,PG,417.76B,The Procter & Gamble Company,Household & Personal Products,Consumer Staples
15,JNJ,375.06B,Johnson & Johnson,Drug Manufacturers - General,Healthcare
16,BAC,364.46B,Bank of America Corporation,Banks - Diversified,Financials
17,CRM,324.19B,"Salesforce, Inc.",Software - Application,Technology
18,ABBV,312.89B,AbbVie Inc.,Drug Manufacturers - General,Healthcare
19,CVX,288.18B,Chevron Corporation,Oil & Gas Integrated,Energy
20,KO,277.34B,The Coca-Cola Company,Beverages - Non-Alcoholic,Consumer Staples
21,SAP,272.58B,SAP SE,Software - Application,Technology
22,WFC,256.04B,Wells Fargo & Company,Banks - Diversified,Financials
23,MRK,255.90B,"Merck & Co., Inc.",Drug Manufacturers - General,Healthcare
24,BX,235.91B,Blackstone Inc.,Asset Management,Financials
25,TM,229.16B,Toyota Motor Corporation,Auto Manufacturers,Consumer Discretionary
26,ACN,225.75B,Accenture plc,Information Technology Services,Technology
27,NOW,217.19B,"ServiceNow, Inc.",Software - Application,Technology
28,MS,215.33B,Morgan Stanley,Capital Markets,Financials
29,AXP,215.00B,American Express Company,Credit Services,Financials
30,MCD,212.26B,McDonald's Corporation,Restaurants,Consumer Discretionary
31,DIS,210.07B,The Walt Disney Company,Entertainment,Communication Services
32,IBM,209.09B,International Business Machines Corporation,Information Technology Services,Technology
33,NVS,207.12B,Novartis AG,Drug Manufacturers - General,Healthcare
34,ABT,204.89B,Abbott Laboratories,Medical Devices,Healthcare
35,PM,203.23B,Philip Morris International Inc.,Tobacco,Consumer Staples
36,SHEL,200.91B,Shell plc,Oil & Gas Integrated,Energy
37,GS,198.53B,"The Goldman Sachs Group, Inc.",Capital Markets,Financials
38,TMO,196.68B,Thermo Fisher Scientific Inc.,Diagnostics & Research,Healthcare
39,CAT,195.85B,Caterpillar Inc.,Farm & Heavy Construction Machinery,Industrials
40,GE,195.04B,General Electric Company,Aerospace & Defense,Industrials
41,BABA,194.58B,Alibaba Group Holding Limited,Internet Retail,Consumer Discretionary
42,VZ,185.14B,Verizon Communications Inc.,Telecom Services,Communication Services
43,RY,175.59B,Royal Bank of Canada,Banks - Diversified,Financials
44,DHR,171.67B,Danaher Corporation,Diagnostics & Research,Healthcare
45,T,165.75B,AT&T Inc.,Telecom Services,Communication Services
46,HSBC,163.55B,HSBC Holdings plc,Banks - Diversified,Financials
47,HDB,161.96B,HDFC Bank Limited,Banks - Regional,Financials
48,SPGI,161.34B,S&P Global Inc.,Financial Data & Stock Exchanges,Financials
49,BLK,159.76B,"BlackRock, Inc.",Asset Management,Financials
50,RTX,157.93B,RTX Corporation,Aerospace & Defense,Industrials
51,NEE,157.60B,"NextEra Energy, Inc.",Utilities - Regulated Electric,Utilities
52,PGR,155.76B,The Progressive Corporation,Insurance - Property & Casualty,Financials
53,LOW,155.56B,"Lowe's Companies, Inc.",Home Improvement Retail,Consumer Discretionary
54,UBER,154.60B,"Uber Technologies, Inc.",Software - Application,Technology
55,UNP,151.15B,Union Pacific Corporation,Railroads,Industrials
56,SCHW,149.68B,The Charles Schwab Corporation,Capital Markets,Financials
57,ETN,148.86B,Eaton Corporation plc,Specialty Industrial Machinery,Industrials
58,PFE,148.31B,Pfizer Inc.,Drug Manufacturers - General,Healthcare
59,PLTR,147.27B,Palantir Technologies Inc.,Software - Infrastructure,Technology
60,SYK,146.73B,Stryker Corporation,Medical Devices,Healthcare
61,UL,145.64B,Unilever PLC,Household & Personal Products,Consumer Staples
62,SHOP,143.42B,Shopify Inc.,Software - Application,Technology
63,KKR,141.18B,KKR & Co. Inc.,Asset Management,Financials
64,TJX,140.75B,"The TJX Companies, Inc.",Apparel Retail,Consumer Discretionary
65,MUFG,137.89B,"Mitsubishi UFJ Financial Group, Inc.",Banks - Diversified,Financials
66,COP,137.25B,ConocoPhillips,Oil & Gas Exploration & Production,Energy
67,C,134.98B,Citigroup Inc.,Banks - Diversified,Financials
68,TTE,133.60B,TotalEnergies SE,Oil & Gas Integrated,Energy
69,BHP,132.41B,BHP Group Limited,Other Industrial Metals & Mining,Materials
70,BSX,131.54B,Boston Scientific Corporation,Medical Devices,Healthcare
71,DE,126.59B,Deere & Company,Farm & Heavy Construction Machinery,Industrials
72,FI,126.16B,"Fiserv, Inc.",Information Technology Services,Technology
73,ANET,125.89B,"Arista Networks, Inc.",Computer Hardware,Technology
74,LMT,123.71B,Lockheed Martin Corporation,Aerospace & Defense,Industrials
75,BMY,119.22B,Bristol-Myers Squibb Company,Drug Manufacturers - General,Healthcare
76,NKE,117.98B,"NIKE, Inc.",Footwear & Accessories,Consumer Discretionary
77,UPS,117.37B,"United Parcel Service, Inc.",Integrated Freight & Logistics,Industrials
78,SONY,116.11B,Sony Group Corporation,Consumer Electronics,Technology
79,CB,115.46B,Chubb Limited,Insurance - Property & Casualty,Financials
80,BA,114.39B,The Boeing Company,Aerospace & Defense,Industrials
81,MMC,113.31B,"Marsh & McLennan Companies, Inc.",Insurance Brokers,Financials
82,PLD,111.22B,"Prologis, Inc.",REIT - Industrial,Real Estate
83,MDT,109.98B,Medtronic plc,Medical Devices,Healthcare
84,IBN,108.95B,ICICI Bank Limited,Banks - Regional,Financials
85,BUD,108.86B,Anheuser-Busch InBev SA/NV,Beverages - Brewers,Consumer Staples
86,RIO,106.98B,Rio Tinto Group,Other Industrial Metals & Mining,Materials
87,UBS,101.78B,UBS Group AG,Banks - Diversified,Financials
88,DELL,101.20B,Dell Technologies Inc.,Computer Hardware,Technology
89,SHW,100.32B,The Sherwin-Williams Company,Specialty Chemicals,Materials
90,APO,98.85B,"Apollo Global Management, Inc.",Asset Management,Financials
91,TD,98.05B,The Toronto-Dominion Bank,Banks - Diversified,Financials
92,SPOT,97.28B,Spotify Technology S.A.,Internet Content & Information,Communication Services
93,AMT,96.99B,American Tower Corporation,REIT - Specialty,Real Estate
94,SO,96.88B,The Southern Company,Utilities - Regulated Electric,Utilities
95,MO,96.18B,"Altria Group, Inc.",Tobacco,Consumer Staples
96,ELV,94.53B,"Elevance Health, Inc.",Healthcare Plans,Healthcare
97,ENB,94.16B,Enbridge Inc.,Oil & Gas Midstream,Energy
98,SMFG,94.02B,"Sumitomo Mitsui Financial Group, Inc.",Banks - Diversified,Financials
99,TT,93.01B,Trane Technologies plc,Building Products & Equipment,Industrials
100,INFY,92.89B,Infosys Limited,Information Technology Services,Technology
101,CI,92.63B,The Cigna Group,Healthcare Plans,Healthcare
102,PBR,91.91B,Petróleo Brasileiro S.A. - Petrobras,Oil & Gas Integrated,Energy
103,ICE,91.66B,"Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,Financials
104,PBR.A,91.55B,Petróleo Brasileiro S.A. - Petrobras,Oil & Gas Integrated,Energy
105,GEV,90.68B,GE Vernova Inc.,Utilities - Renewable,Utilities
106,PH,90.67B,Parker-Hannifin Corporation,Specialty Industrial Machinery,Industrials
107,WM,90.57B,"Waste Management, Inc.",Waste Management,Industrials
108,MCO,89.53B,Moody's Corporation,Financial Data & Stock Exchanges,Financials
109,DUK,88.84B,Duke Energy Corporation,Utilities - Regulated Electric,Utilities
110,APH,88.36B,Amphenol Corporation,Electronic Components,Technology
111,BN,87.84B,Brookfield Corporation,Asset Management,Financials
112,RELX,86.30B,RELX PLC,Specialty Business Services,Industrials
113,CMG,84.55B,"Chipotle Mexican Grill, Inc.",Restaurants,Consumer Discretionary
114,WELL,84.53B,Welltower Inc.,REIT - Healthcare Facilities,Real Estate
115,PNC,84.30B,"The PNC Financial Services Group, Inc.",Banks - Regional,Financials
116,AON,84.28B,Aon plc,Insurance Brokers,Financials
117,USB,83.66B,U.S. Bancorp,Banks - Regional,Financials
118,HCA,82.48B,"HCA Healthcare, Inc.",Medical Care Facilities,Healthcare
119,BTI,82.30B,British American Tobacco p.l.c.,Tobacco,Consumer Staples
120,MSI,81.62B,"Motorola Solutions, Inc.",Communication Equipment,Technology
121,ITW,81.61B,Illinois Tool Works Inc.,Specialty Industrial Machinery,Industrials
122,SCCO,80.63B,Southern Copper Corporation,Copper,Materials
123,ZTS,80.63B,Zoetis Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
124,MCK,78.29B,McKesson Corporation,Medical Distribution,Healthcare
125,RACE,77.98B,Ferrari N.V.,Auto Manufacturers,Consumer Discretionary
126,CL,77.89B,Colgate-Palmolive Company,Household & Personal Products,Consumer Staples
127,GD,77.24B,General Dynamics Corporation,Aerospace & Defense,Industrials
128,BP,76.44B,BP p.l.c.,Oil & Gas Integrated,Energy
129,EMR,76.03B,Emerson Electric Co.,Specialty Industrial Machinery,Industrials
130,CVS,75.61B,CVS Health Corporation,Healthcare Plans,Healthcare
131,FDX,74.56B,FedEx Corporation,Integrated Freight & Logistics,Industrials
132,APD,74.27B,"Air Products and Chemicals, Inc.",Specialty Chemicals,Materials
133,EOG,74.23B,"EOG Resources, Inc.",Oil & Gas Exploration & Production,Energy
134,CNQ,73.49B,Canadian Natural Resources Limited,Oil & Gas Exploration & Production,Energy
135,COF,73.21B,Capital One Financial Corporation,Credit Services,Financials
136,TRI,72.11B,Thomson Reuters Corporation,Specialty Business Services,Industrials
137,CP,71.49B,Canadian Pacific Kansas City Limited,Railroads,Industrials
138,MMM,70.97B,3M Company,Conglomerates,Industrials
139,WMB,70.93B,"The Williams Companies, Inc.",Oil & Gas Midstream,Energy
140,TDG,70.91B,TransDigm Group Incorporated,Aerospace & Defense,Industrials
141,CARR,70.76B,Carrier Global Corporation,Building Products & Equipment,Industrials
142,SAN,70.74B,"Banco Santander, S.A.",Banks - Diversified,Financials
143,NOC,70.70B,Northrop Grumman Corporation,Aerospace & Defense,Industrials
144,CNI,70.21B,Canadian National Railway Company,Railroads,Industrials
145,EPD,70.10B,Enterprise Products Partners L.P.,Oil & Gas Midstream,Energy
146,ECL,69.92B,Ecolab Inc.,Specialty Chemicals,Materials
147,CRH,69.78B,CRH plc,Building Materials,Materials
148,BNS,69.77B,The Bank of Nova Scotia,Banks - Diversified,Financials
149,BMO,69.20B,Bank of Montreal,Banks - Diversified,Financials
150,GSK,69.01B,GSK plc,Drug Manufacturers - General,Healthcare
151,NU,68.40B,Nu Holdings Ltd.,Banks - Regional,Financials
152,RSG,68.22B,"Republic Services, Inc.",Waste Management,Industrials
153,SPG,67.63B,"Simon Property Group, Inc.",REIT - Retail,Real Estate
154,AJG,67.24B,Arthur J. Gallagher & Co.,Insurance Brokers,Financials
155,DEO,67.05B,Diageo plc,Beverages - Wineries & Distilleries,Consumer Staples
156,EQNR,66.90B,Equinor ASA,Oil & Gas Integrated,Energy
157,GM,66.20B,General Motors Company,Auto Manufacturers,Consumer Discretionary
158,SE,65.47B,Sea Limited,Internet Retail,Consumer Discretionary
159,DLR,65.19B,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate
160,BDX,65.17B,"Becton, Dickinson and Company",Medical Instruments & Supplies,Healthcare
161,OKE,65.15B,"ONEOK, Inc.",Oil & Gas Midstream,Energy
162,ET,64.95B,Energy Transfer LP,Oil & Gas Midstream,Energy
163,RCL,64.63B,Royal Caribbean Cruises Ltd.,Travel Services,Consumer Discretionary
164,TFC,63.85B,Truist Financial Corporation,Banks - Regional,Financials
165,FCX,63.77B,Freeport-McMoRan Inc.,Copper,Materials
166,AFL,62.89B,Aflac Incorporated,Insurance - Life,Financials
167,MFG,62.71B,"Mizuho Financial Group, Inc.",Banks - Regional,Financials
168,NSC,62.43B,Norfolk Southern Corporation,Railroads,Industrials
169,KMI,61.87B,"Kinder Morgan, Inc.",Oil & Gas Midstream,Energy
170,HLT,61.83B,Hilton Worldwide Holdings Inc.,Lodging,Consumer Discretionary
171,SLB,61.78B,Schlumberger Limited,Oil & Gas Equipment & Services,Energy
172,CM,61.69B,Canadian Imperial Bank of Commerce,Banks - Diversified,Financials
173,PSA,61.08B,Public Storage,REIT - Industrial,Real Estate
174,NGG,60.66B,National Grid plc,Utilities - Regulated Electric,Utilities
175,MET,60.48B,"MetLife, Inc.",Insurance - Life,Financials
176,SRE,60.03B,Sempra,Utilities - Diversified,Utilities
177,TGT,59.95B,Target Corporation,Discount Stores,Consumer Staples
178,TRV,59.30B,"The Travelers Companies, Inc.",Insurance - Property & Casualty,Financials
179,GWW,59.21B,"W.W. Grainger, Inc.",Industrial Distribution,Industrials
180,BK,59.05B,The Bank of New York Mellon Corporation,Banks - Diversified,Financials
181,FICO,57.47B,Fair Isaac Corporation,Software - Application,Technology
182,SNOW,57.46B,Snowflake Inc.,Software - Application,Technology
183,MFC,56.82B,Manulife Financial Corporation,Insurance - Life,Financials
184,URI,56.72B,"United Rentals, Inc.",Rental & Leasing Services,Industrials
185,SQ,56.25B,"Block, Inc.",Software - Infrastructure,Technology
186,BBVA,55.90B,"Banco Bilbao Vizcaya Argentaria, S.A.",Banks - Diversified,Financials
187,DHI,55.54B,"D.R. Horton, Inc.",Residential Construction,Consumer Discretionary
188,AMP,55.32B,"Ameriprise Financial, Inc.",Asset Management,Financials
189,JCI,55.19B,Johnson Controls International plc,Building Products & Equipment,Industrials
190,ARES,55.11B,Ares Management Corporation,Asset Management,Financials
191,CVNA,55.08B,Carvana Co.,Auto & Truck Dealerships,Consumer Discretionary
192,PSX,55.04B,Phillips 66,Oil & Gas Refining & Marketing,Energy
193,ITUB,53.58B,Itaú Unibanco Holding S.A.,Banks - Regional,Financials
194,ALL,53.50B,The Allstate Corporation,Insurance - Property & Casualty,Financials
195,AZO,52.56B,"AutoZone, Inc.",Specialty Retail,Consumer Discretionary
196,VST,52.44B,Vistra Corp.,Utilities - Independent Power Producers,Utilities
197,SU,52.19B,Suncor Energy Inc.,Oil & Gas Integrated,Energy
198,TRP,51.64B,TC Energy Corporation,Oil & Gas Midstream,Energy
199,CMI,51.48B,Cummins Inc.,Specialty Industrial Machinery,Industrials
200,PWR,50.62B,"Quanta Services, Inc.",Engineering & Construction,Industrials
201,O,50.43B,Realty Income Corporation,REIT - Retail,Real Estate
202,MPC,50.30B,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,Energy
203,MPLX,50.04B,MPLX LP,Oil & Gas Midstream,Energy
204,WCN,49.76B,"Waste Connections, Inc.",Waste Management,Industrials
205,FLUT,49.56B,Flutter Entertainment plc,Gambling,Consumer Discretionary
206,VRT,49.56B,Vertiv Holdings Co,Electrical Equipment & Parts,Industrials
207,D,49.17B,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities
208,LNG,48.96B,"Cheniere Energy, Inc.",Oil & Gas Midstream,Energy
209,LEN,48.46B,Lennar Corporation,Residential Construction,Consumer Discretionary
210,ING,48.28B,ING Groep N.V.,Banks - Diversified,Financials
211,NEM,48.13B,Newmont Corporation,Gold,Materials
212,LEN.B,48.12B,Lennar Corporation,Residential Construction,Consumer Discretionary
213,COR,47.87B,"Cencora, Inc.",Medical Distribution,Healthcare
214,BCS,47.77B,Barclays PLC,Banks - Diversified,Financials
215,AIG,47.38B,"American International Group, Inc.",Insurance - Diversified,Financials
216,OXY,47.33B,Occidental Petroleum Corporation,Oil & Gas Exploration & Production,Energy
217,HWM,47.06B,Howmet Aerospace Inc.,Aerospace & Defense,Industrials
218,KVUE,46.47B,Kenvue Inc.,Household & Personal Products,Consumer Staples
219,MSCI,46.45B,MSCI Inc.,Financial Data & Stock Exchanges,Financials
220,KMB,46.40B,Kimberly-Clark Corporation,Household & Personal Products,Consumer Staples
221,PEG,46.34B,Public Service Enterprise Group Incorporated,Utilities - Regulated Electric,Utilities
222,CCI,46.10B,Crown Castle Inc.,REIT - Specialty,Real Estate
223,AMX,45.98B,"América Móvil, S.A.B. de C.V.",Telecom Services,Communication Services
224,DFS,45.86B,Discover Financial Services,Credit Services,Financials
225,PRU,45.82B,"Prudential Financial, Inc.",Insurance - Life,Financials
226,TEL,45.69B,TE Connectivity plc,Electronic Components,Technology
227,LHX,45.63B,"L3Harris Technologies, Inc.",Aerospace & Defense,Industrials
228,AME,45.60B,"AMETEK, Inc.",Specialty Industrial Machinery,Industrials
229,FIS,45.44B,"Fidelity National Information Services, Inc.",Information Technology Services,Technology
230,F,45.31B,Ford Motor Company,Auto Manufacturers,Consumer Discretionary
231,PCG,45.29B,PG&E Corporation,Utilities - Regulated Electric,Utilities
232,E,45.22B,Eni S.p.A.,Oil & Gas Integrated,Energy
233,CPNG,44.97B,"Coupang, Inc.",Internet Retail,Consumer Discretionary
234,HES,44.65B,Hess Corporation,Oil & Gas Exploration & Production,Energy
235,VLO,44.26B,Valero Energy Corporation,Oil & Gas Refining & Marketing,Energy
236,CTVA,44.08B,"Corteva, Inc.",Agricultural Inputs,Materials
237,STZ,43.87B,"Constellation Brands, Inc.",Beverages - Brewers,Consumer Staples
238,TRGP,43.84B,Targa Resources Corp.,Oil & Gas Midstream,Energy
239,KR,43.47B,The Kroger Co.,Grocery Stores,Consumer Staples
240,FERG,43.36B,Ferguson Enterprises Inc.,Industrial Distribution,Industrials
241,HLN,42.87B,Haleon plc,Drug Manufacturers - Specialty & Generic,Healthcare
242,VALE,42.73B,Vale S.A.,Other Industrial Metals & Mining,Materials
243,TAK,42.66B,Takeda Pharmaceutical Company Limited,Drug Manufacturers - Specialty & Generic,Healthcare
244,ALC,42.49B,Alcon Inc.,Medical Instruments & Supplies,Healthcare
245,IR,42.46B,Ingersoll Rand Inc.,Specialty Industrial Machinery,Industrials
246,EW,42.04B,Edwards Lifesciences Corporation,Medical Devices,Healthcare
247,CBRE,41.72B,"CBRE Group, Inc.",Real Estate Services,Real Estate
248,LYG,41.56B,Lloyds Banking Group plc,Banks - Regional,Financials
249,DAL,41.35B,"Delta Air Lines, Inc.",Airlines,Industrials
250,GLW,41.32B,Corning Incorporated,Electronic Components,Technology
251,GRMN,41.19B,Garmin Ltd.,Scientific & Technical Instruments,Technology
252,OTIS,40.93B,Otis Worldwide Corporation,Specialty Industrial Machinery,Industrials
253,AEM,40.88B,Agnico Eagle Mines Limited,Gold,Materials
254,HMC,40.83B,"Honda Motor Co., Ltd.",Auto Manufacturers,Consumer Discretionary
255,IT,40.03B,"Gartner, Inc.",Information Technology Services,Technology
256,NWG,39.81B,NatWest Group plc,Banks - Regional,Financials
257,A,38.64B,"Agilent Technologies, Inc.",Diagnostics & Research,Healthcare
258,STLA,38.54B,Stellantis N.V.,Auto Manufacturers,Consumer Discretionary
259,VMC,38.35B,Vulcan Materials Company,Building Materials,Materials
260,HEI,38.30B,HEICO Corporation,Aerospace & Defense,Industrials
261,YUM,38.25B,"Yum! Brands, Inc.",Restaurants,Consumer Discretionary
262,HPQ,37.87B,HP Inc.,Computer Hardware,Technology
263,HUBS,37.78B,"HubSpot, Inc.",Software - Application,Technology
264,SYY,37.77B,Sysco Corporation,Food Distribution,Consumer Staples
265,EXR,37.59B,Extra Space Storage Inc.,REIT - Industrial,Real Estate
266,LVS,37.27B,Las Vegas Sands Corp.,Resorts & Casinos,Consumer Discretionary
267,TPL,37.08B,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,Energy
268,IQV,37.03B,IQVIA Holdings Inc.,Diagnostics & Research,Healthcare
269,MLM,36.92B,"Martin Marietta Materials, Inc.",Building Materials,Materials
270,MTB,36.83B,M&T Bank Corporation,Banks - Regional,Financials
271,VEEV,36.75B,Veeva Systems Inc.,Health Information Services,Healthcare
272,HUM,36.63B,Humana Inc.,Healthcare Plans,Healthcare
273,RMD,36.62B,ResMed Inc.,Medical Instruments & Supplies,Healthcare
274,OWL,36.43B,Blue Owl Capital Inc.,Asset Management,Financials
275,GIS,36.38B,"General Mills, Inc.",Packaged Foods,Consumer Staples
276,WIT,36.14B,Wipro Limited,Information Technology Services,Technology
277,NUE,36.03B,Nucor Corporation,Steel,Materials
278,NET,35.60B,"Cloudflare, Inc.",Software - Infrastructure,Technology
279,HSY,35.52B,The Hershey Company,Confectioners,Consumer Staples
280,IRM,35.44B,Iron Mountain Incorporated,REIT - Specialty,Real Estate
281,DD,35.29B,"DuPont de Nemours, Inc.",Specialty Chemicals,Materials
282,HIG,35.23B,"The Hartford Financial Services Group, Inc.",Insurance - Property & Casualty,Financials
283,SLF,35.20B,Sun Life Financial Inc.,Insurance - Diversified,Financials
284,WAB,34.91B,Westinghouse Air Brake Technologies Corporation,Railroads,Industrials
285,ED,34.46B,"Consolidated Edison, Inc.",Utilities - Regulated Electric,Utilities
286,VICI,34.29B,VICI Properties Inc.,REIT - Diversified,Real Estate
287,RJF,33.96B,"Raymond James Financial, Inc.",Asset Management,Financials
288,ABEV,33.94B,Ambev S.A.,Beverages - Brewers,Consumer Staples
289,EIX,33.92B,Edison International,Utilities - Regulated Electric,Utilities
290,ROK,33.72B,"Rockwell Automation, Inc.",Specialty Industrial Machinery,Industrials
291,HEI.A,33.36B,HEICO Corporation,Aerospace & Defense,Industrials
292,AVB,33.08B,"AvalonBay Communities, Inc.",REIT - Residential,Real Estate
293,CCL,32.72B,Carnival Corporation & plc,Travel Services,Consumer Discretionary
294,EFX,32.71B,Equifax Inc.,Consulting Services,Industrials
295,ETR,32.70B,Entergy Corporation,Utilities - Regulated Electric,Utilities
296,LYV,32.41B,"Live Nation Entertainment, Inc.",Entertainment,Communication Services
297,CUK,32.34B,Carnival Corporation & plc,Leisure,Consumer Discretionary
298,RBLX,32.26B,Roblox Corporation,Electronic Gaming & Multimedia,Communication Services
299,DOW,32.22B,Dow Inc.,Chemicals,Materials
300,WEC,32.06B,"WEC Energy Group, Inc.",Utilities - Regulated Electric,Utilities
301,DB,32.01B,Deutsche Bank Aktiengesellschaft,Banks - Regional,Financials
302,BRO,31.95B,"Brown & Brown, Inc.",Insurance Brokers,Financials
303,GOLD,31.85B,Barrick Gold Corporation,Gold,Materials
304,QSR,31.47B,Restaurant Brands International Inc.,Restaurants,Consumer Discretionary
305,XYL,31.33B,Xylem Inc.,Specialty Industrial Machinery,Industrials
306,WDS,31.27B,Woodside Energy Group Ltd,Oil & Gas Exploration & Production,Energy
307,CNC,31.01B,Centene Corporation,Healthcare Plans,Healthcare
308,IOT,30.88B,Samsara Inc.,Software - Infrastructure,Technology
309,GPN,30.18B,Global Payments Inc.,Specialty Business Services,Industrials
310,EQR,29.87B,Equity Residential,REIT - Residential,Real Estate
311,DECK,29.85B,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Discretionary
312,KEYS,29.63B,"Keysight Technologies, Inc.",Scientific & Technical Instruments,Technology
313,FMX,29.52B,"Fomento Económico Mexicano, S.A.B. de C.V.",Beverages - Brewers,Consumer Staples
314,CVE,29.52B,Cenovus Energy Inc.,Oil & Gas Integrated,Energy
315,CHT,29.51B,"Chunghwa Telecom Co., Ltd.",Telecom Services,Communication Services
316,CAH,29.47B,"Cardinal Health, Inc.",Medical Distribution,Healthcare
317,PPG,29.15B,"PPG Industries, Inc.",Specialty Chemicals,Materials
318,SW,29.14B,Smurfit Westrock Plc,Packaging & Containers,Consumer Discretionary
319,RKT,29.06B,"Rocket Companies, Inc.",Mortgage Finance,Financials
320,STT,28.96B,State Street Corporation,Asset Management,Financials
321,WPM,28.91B,Wheaton Precious Metals Corp.,Gold,Materials
322,HPE,28.84B,Hewlett Packard Enterprise Company,Communication Equipment,Technology
323,NVR,28.47B,"NVR, Inc.",Residential Construction,Consumer Discretionary
324,PHM,28.23B,"PulteGroup, Inc.",Residential Construction,Consumer Discretionary
325,DOV,28.20B,Dover Corporation,Specialty Industrial Machinery,Industrials
326,HAL,28.10B,Halliburton Company,Oil & Gas Equipment & Services,Energy
327,K,27.96B,Kellanova,Packaged Foods,Consumer Staples
328,GDDY,27.72B,GoDaddy Inc.,Software - Infrastructure,Technology
329,FTV,27.64B,Fortive Corporation,Scientific & Technical Instruments,Technology
330,EQT,27.44B,EQT Corporation,Oil & Gas Exploration & Production,Energy
331,LYB,27.30B,LyondellBasell Industries N.V.,Specialty Chemicals,Materials
332,BR,27.26B,"Broadridge Financial Solutions, Inc.",Information Technology Services,Technology
333,CHD,27.05B,"Church & Dwight Co., Inc.",Household & Personal Products,Consumer Staples
334,VLTO,26.83B,Veralto Corporation,Pollution & Treatment Controls,Industrials
335,VTR,26.73B,"Ventas, Inc.",REIT - Healthcare Facilities,Real Estate
336,TYL,26.71B,"Tyler Technologies, Inc.",Software - Application,Technology
337,AWK,26.65B,"American Water Works Company, Inc.",Utilities - Regulated Water,Utilities
338,CPAY,26.60B,"Corpay, Inc.",Software - Infrastructure,Technology
339,CQP,26.29B,"Cheniere Energy Partners, L.P.",Oil & Gas Midstream,Energy
340,KB,26.22B,KB Financial Group Inc.,Banks - Regional,Financials
341,EL,26.19B,The Estée Lauder Companies Inc.,Household & Personal Products,Consumer Staples
342,CCJ,26.12B,Cameco Corporation,Uranium,Energy
343,SYF,26.10B,Synchrony Financial,Credit Services,Financials
344,DTE,25.92B,DTE Energy Company,Utilities - Regulated Electric,Utilities
345,MTD,25.84B,Mettler-Toledo International Inc.,Diagnostics & Research,Healthcare
346,TEF,25.45B,"Telefónica, S.A.",Telecom Services,Communication Services
347,PPL,25.39B,PPL Corporation,Utilities - Regulated Electric,Utilities
348,ADM,25.37B,Archer-Daniels-Midland Company,Farm Products,Consumer Staples
349,PHG,25.33B,Koninklijke Philips N.V.,Medical Devices,Healthcare
350,GIB,25.15B,CGI Inc.,Information Technology Services,Technology
351,DVN,25.14B,Devon Energy Corporation,Oil & Gas Exploration & Production,Energy
352,RF,24.97B,Regions Financial Corporation,Banks - Regional,Financials
353,AEE,24.97B,Ameren Corporation,Utilities - Regulated Electric,Utilities
354,RDDT,24.91B,"Reddit, Inc.",Internet Content & Information,Communication Services
355,PBA,24.91B,Pembina Pipeline Corporation,Oil & Gas Midstream,Energy
356,HUBB,24.90B,Hubbell Incorporated,Electrical Equipment & Parts,Industrials
357,ROL,24.81B,"Rollins, Inc.",Personal Services,Consumer Discretionary
358,IX,24.58B,ORIX Corporation,Financial Conglomerates,Financials
359,TOST,24.42B,"Toast, Inc.",Software - Infrastructure,Technology
360,BCE,24.39B,BCE Inc.,Telecom Services,Communication Services
361,FE,24.23B,FirstEnergy Corp.,Utilities - Regulated Electric,Utilities
362,LII,24.17B,Lennox International Inc.,Building Products & Equipment,Industrials
363,WRB,24.03B,W. R. Berkley Corporation,Insurance - Property & Casualty,Financials
364,TECK,23.89B,Teck Resources Limited,Other Industrial Metals & Mining,Materials
365,FNV,23.79B,Franco-Nevada Corporation,Gold,Materials
366,BBD,23.69B,Banco Bradesco S.A.,Banks - Regional,Financials
367,EME,23.51B,"EMCOR Group, Inc.",Engineering & Construction,Industrials
368,ES,23.44B,Eversource Energy,Utilities - Regulated Electric,Utilities
369,WY,23.42B,Weyerhaeuser Company,REIT - Specialty,Real Estate
370,TKO,23.36B,"TKO Group Holdings, Inc.",Entertainment,Communication Services
